parishId,parishSlug,parishName,website,type,lat,long,parishAddress,parishDiocese,parishDioceseSlug,dioceseUrl,parishFamily,parishFamilySlug,parishDeanery,parishDeanerySlug,sundayMassTimes,dailyMassTimes,latinMass,confessionTimes,adorationTimes,overnightAdoration,benedictionTimes,devotions,parishCityCounty,parishCityCountySlug,parishProvinceState,provinceStateSlug,parishCountry,parishCountrySlug,parishPhone,parishEmail,parishNationality,parishPhotos,cathedral,basilica,shareBuildingSlug,shareBuildingName,parishesNotes,parishesLastUpdate
202,st-mary-the-immaculate-palmerston,St. Mary the Immaculate,https://stjohntheevangelist.ca,,43.835165,-80.843715,"365 Main St E, Palmerston, ON N0G 2P0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. John the Evangelist Arthur,mission-of-st-john-the-evangelist-arthur,Wellington,wellington-diocese-of-hamilton-canada,Saturday 16:00,Wednesday 10:30,,Wednesday 10:30-11:00,,,,,Palmerston,palmerston-ontario-canada,Ontario,ontario,Canada,canada,(519) 848-2108,stjohnarthur@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarypalmerson1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarypalmerson2.webp,,,,,,12/31/2025
203,st-john-the-evangelist-dundalk,St. John the Evangelist,https://www.stjohntheevangelistparishdundalk.com,,44.169881,-80.39136,"160 Main St E, Dundalk, ON N0C 1B0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. John the Evangelist Dundalk,mission-of-st-john-the-evangelist-dundalk,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 16:00,Friday 11:00; First Saturday 09:00,,Friday 10:30-11:00; Saturday 15:30-16:00; First Saturday 08:30-09:00,First Saturday 09:30-10:30,,,,Dundalk,dundalk-ontario-canada,Ontario,ontario,Canada,canada,(519) 925 8703,stjohndundalk@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohntheevangelistdundalk1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjohntheevangelistdundalk2.webp,,,,,,12/31/2025
204,trinity-united-shelburne,Trinity United,https://www.stjohntheevangelistparishdundalk.com,,44.079389,-80.205258,"200 Owen Sound St, Shelburne, ON L0N 1S3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. John the Evangelist Dundalk,mission-of-st-john-the-evangelist-dundalk,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,,,Sunday 08:30-09:00,,,,,Shelburne,shelburne-ontario-canada,Ontario,ontario,Canada,canada,(519) 925 8703,stjohndundalk@hamiltondiocese.com,,,,,,,"This is not a Catholic Church, however, Catholic Masses still take place here at the times listed above.",12/31/2025
205,st-patrick-proton,St. Patrick,https://www.stjohntheevangelistparishdundalk.com,,44.038005,-80.472019,"046045 Southgate Twp Rd 04, Conn, ON N0G 1N0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. John the Evangelist Dundalk,mission-of-st-john-the-evangelist-dundalk,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 11:15,,,Sunday 10:45-11:15,,,,,Proton,proton-ontario-canada,Ontario,ontario,Canada,canada,(519) 925 8703,stjohndundalk@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpatrickproton.webp,,,,,,12/31/2025
206,st-john-the-evangelist-rectory-shelburne,St. John the Evangelist Rectory,https://www.stjohntheevangelistparishdundalk.com,,44.091887,-80.212472,"764 Cook Cres, Shelburne, ON L9V 3V2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. John the Evangelist Dundalk,mission-of-st-john-the-evangelist-dundalk,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,,Tuesday 10:00; Wednesday 17:00,,Tuesday 09:30-10:00; Wednesday 16:30-17:00,,,,,Shelburne,shelburne-ontario-canada,Ontario,ontario,Canada,canada,(519) 925 8703,stjohndundalk@hamiltondiocese.com,,,,,,,,12/31/2025
207,st-joseph-brantford,St. Joseph,https://stjosephschurchbrant.ca,,43.147481,-80.276253,"235 Brant Ave, Brantford, ON N3T 3J4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Brant,brant-diocese-of-hamilton-canada,Saturday 17:00 (Bilingual); Sunday 09:00; Sunday 11:00 (Polish),Tuesday 19:00; Wednesday 19:00 (Polish); Thursday 08:00; Friday 19:00 (Polish),,Tuesday 18:30-19:00; Wednesday 18:30-19:00; Thursday 07:30-08:00; Friday 18:30-19:00; First Friday 18:00-19:00; Saturday 16:30-17:00; Sunday 08:30-09:00; Sunday 10:30-11:00,,,,,Brantford,brantford-ontario-canada,Ontario,ontario,Canada,canada,(519) 304-7774,stjosephschurch@rogers.com,Polish,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephbrantford.webp,,,,,,12/31/2025
208,st-joseph-fergus,St. Joseph,https://stjosephfergus.org,,43.712293,-80.387504,"760 St David St N, Fergus, ON N1M 2K9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:30; Thursday 08:30; Friday 08:30,,Saturday 16:00-17:00,,,,,Fergus,fergus-ontario-canada,Ontario,ontario,Canada,canada,(519) 843-2006,stjosephfergus@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephfergus1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephfergus2.webp,,,,,,12/31/2025
209,st-joseph-guelph,St. Joseph,https://www.stjosephguelph.com,,43.537874,-80.267576,"409 Paisley Rd, Guelph, ON N1H 2R4, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:30; Sunday 10:15; Sunday 12:00,Tuesday 07:30; Wednesday 07:30; Wednesday 19:00; Thursday 07:30; Friday 07:30; Saturday 09:00,,Saturday 16:00-16:30,Wednesday 08:00-09:00,,,,Guelph,guelph-ontario-canada,Ontario,ontario,Canada,canada,519-822-4614,stjosephguelph@rogers.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephguelph.webp,,,,,No Adoration during the summer months.,12/31/2025
210,st-joseph-hamilton,St. Joseph,https://www.stjosephhamilton.church,,43.252615,-79.88629,"260 Herkimer St, Hamilton, ON L8P 2H9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 10:00,Tuesday 08:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Saturday 16:00-16:30,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 528-0019,stjosephhamilton@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephhamilton.webp,,,,,,1/1/2026
211,st-joseph-oakville,St. Joseph,https://stjosephschurch.ca,,43.434103,-79.773122,"2451 Old Bronte Rd, Oakville, ON L6M 0S3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00 (Portuguese); Saturday 19:00 (Aramaic/Chaldean); Sunday 09:00; Sunday 11:00 (Portuguese),Tuesday 19:00 (Portuguese); Wednesday 19:00; Thursday 19:00; Friday 19:00 (Portuguese),,,,,,,Oakville,oakville-ontario-canada,Ontario,ontario,Canada,canada,905-825-2043,stjosephoakville@hamiltondiocese.com,Portuguese; Aramaic/Chaldean,,,,,,,1/1/2026
212,st-joseph-port-elgin,St. Joseph,http://www.stjospar.com/,,44.442038,-81.380108,"920 Wellington St, Port Elgin, ON N0H 2C3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of St. Joseph, Port Elgin",mission-of-st-joseph-port-elgin,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:30; Friday 09:30,,Saturday 16:00-16:45,,,,,Port Elgin,port-elgin-ontario-canada,Ontario,ontario,Canada,canada,519-832-2202,stjosephportelgin@hamiltondiocese.com,,,,,,,,1/1/2026
213,st-patrick-southampton,St. Patrick,http://www.stjospar.com/,,44.494611,-81.371939,"36 Albert St S, Southampton, ON N0H 2L0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of St. Joseph, Port Elgin",mission-of-st-joseph-port-elgin,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,Thursday 09:30,,Thursday 10:00-10:45,,,,,Southampton,southampton-ontario-canada,Ontario,ontario,Canada,canada,519-832-2202,stjosephportelgin@hamiltondiocese.com,,,,,,,,1/1/2026
214,st-joseph-cargill,St. Joseph,https://formosaparish.ca,,44.195221,-81.249955,"10 Concession Rd 6, Cargill, ON N0G 1J0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,"Mission of Immaculate Conception, Formosa",mission-of-immaculate-conception-formosa,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,Thursday 09:00,,Thursday 08:30-09:00,,,,,Cargill,cargill-ontario-canada,Ontario,ontario,Canada,canada,519-366-2353,maryimmaculatechepstow@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephcargill.webp,,,,,,1/1/2026
215,st-joseph-patron-of-canada-acton,"St. Joseph, Patron of Canada",https://stjosephprayforus.ca/,,43.630698,-80.038559,"64 Church St E, Acton, ON L7J 1K7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Halton,halton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,,,Saturday 16:00-16:30,,,,,Acton,acton-ontario-canada,Ontario,ontario,Canada,canada,519-853-0784,stjoseph.church@bellnet.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stjosephacton.webp,,,,,,1/1/2026
216,st-lawrence-the-martyr-hamilton,St. Lawrence the Martyr,http://stlawrencehamilton.ca,,43.268984,-79.858401,"125 Picton St E, Hamilton, ON L8L 0C5, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Sunday 11:00,Tuesday 19:00; Wednesday 12:30; Thursday 19:00; Friday 12:30; Saturday 10:00,,Tuesday 18:30-19:00; Thursday 18:00-19:00; Saturday 09:30-10:00,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 529 3921,stlawrencehamilton@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stlawrencehamilton.webp,,,,,,1/1/2026
217,st-louis-waterloo,St. Louis,https://saintlouisparish.ca,,43.462163,-80.516153,"53 Allen St E, Waterloo, ON N2J 1J3",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30; Sunday 11:30,Tuesday 09:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:30,,,,,Waterloo,waterloo-ontario-canada,Ontario,ontario,Canada,canada,519-743-4101,stlouiswaterloo@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stlouiswaterloo.webp,,,,,,1/1/2026
218,st-luke-hamilton,St. Luke,https://stlukerchamilton.org,,43.218367,-79.794365,"200 Mt Albion Rd, Hamilton, ON L8K 5S9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 19:00; Friday 09:00,,Saturday 16:15-16:45,,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,905-560-1551,stlukehamilton@hamiltondiocese.com,,,,,,,,1/1/2026
219,st-margaret-mary-hamilton,St. Margaret Mary,https://www.stmargaretmaryparish.ca,,43.224051,-79.828331,"20 Idlewood Ave, Hamilton, ON L8T 1V9, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00,,Saturday 16:00-16:30,Monday 08:00-20:00; Tuesday 08:00-20:00; Wednesday 08:00-20:00; Thursday 08:00-20:00; Friday 08:00-20:00,,,Tuesday 18:30 (Rosary); Tuesday 19:30 (Divine Mercy Chaplet); Wednesday 08:30 (Rosary); Wednesday 09:30 (Divine Mercy Chaplet); Thursday 08:30 (Rosary); Thursday 09:30 (Divine Mercy Chaplet); Friday 08:30 (Rosary); Friday 09:30 (Divine Mercy Chaplet),Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 388-2200,office@stmargaretmaryparish.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmargaretmaryhamilton.webp,,,,,Adoration takes place in Adoration Chapel,1/1/2026
220,st-mark-kitchener,St. Mark,https://stmarkcatholicparish.org,,43.417062,-80.534988,"55 Driftwood Dr, Kitchener, ON N2N 3A2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:30; Sunday 11:30; Fourth Sunday 15:30 (IGBO); Third Saturday 19:00 (Filipino),Tuesday 12:00; Wednesday 12:00; Thursday 12:00; Friday 12:00; First Saturday 09:00,,Wednesday 11:00-11:45; Saturday 16:00-16:45; First Friday 11:00-11:45,Tuesday 13:00-20:00; Wednesday 13:00-20:00; Thursday 13:00-20:00; Friday 13:00-20:00,,,,Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,519-571-9200,stmark@rogers.com,Filipino; IGBO,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarkkitchner1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarkkitchner2.webp,,,,,Adoration takes place in Adoration Chapel,1/1/2026
221,st-martin-of-tours-drayton,St. Martin of Tours,https://stmaryimmaculate.com,,43.753218,-80.668774,"12 Union St, Drayton, ON N0G 1P0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary Immaculate,mission-of-st-mary-immaculate,Wellington,wellington-diocese-of-hamilton-canada,Sunday 09:00,,,Sunday 08:30-08:45,,,,,Drayton,drayton-ontario-canada,Ontario,ontario,Canada,canada,(519) 638-202,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmartinoftours.webp,,,,,,1/1/2026
222,st-mary-immaculate-elora,St. Mary Immaculate,https://stmaryimmaculate.com,,43.686161,-80.43367,"267 Geddes St, Elora, ON N0B 1S0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary Immaculate,mission-of-st-mary-immaculate,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:00; Sunday 11:00,Monday 09:00; Tuesday 09:00; Wednesday 09:00; Thursday 09:00 Friday 09:00,,Saturday 16:15-16:45; First Thursday 18:40-19:00,First Thursday 18:30-19:30,,,,Elora,elora-ontario-canada,Ontario,ontario,Canada,canada,519-846-5093,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryimmaculateelora.webp,,,,,Check the bulliten in case there have been any updates to the daily mass times.,1/1/2026
223,st-mary-of-the-assumption-owen-sound,St. Mary of the Assumption,https://www.stmarysandthemissions.ca,,44.574909,-80.933798,"554 15th St E, Owen Sound, ON N4K 1X3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Thursday 19:00; Friday 09:00,,Tuesday 18:30-19:00; Wednesday 08:30-09:00; Thursday 08:30-09:00; Thursday 18:30-19:00; Friday 08:30-09:00,,,,,Owen Sound,owen-sound-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryoftheassumptionowensound1.webp,,,,,,1/1/2026
224,st-mark-lion-s-head,St. Mark,https://www.stmarysandthemissions.ca,,44.984626,-81.253342,"54 Main St, Lion's Head, ON N0H 1W0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Saturday 09:30,,,Saturday 09:00-09:30,,,,,Lion's Head,lions-head-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,,,,,,"St. Mark’s community gathers in the Lion’s Head United Church. Because of the remoteness of the parish, the bishop has permitted the Sunday mass to be celebrated here on Saturday mornings.",1/1/2026
225,st-thomas-aquinas-wiarton,St. Thomas Aquinas,https://www.stmarysandthemissions.ca,,44.741993,-81.14291,"552 Gould St, Wiarton, ON N0H 2T0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 11:00,,,Sunday 10:30-11:00,,,,,Wiarton,wiarton-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stthomasaquinas.webp,,,,,,1/1/2026
226,st-stanislaus-chatsworth,St. Stanislaus,https://www.stmarysandthemissions.ca,,44.452711,-80.891153,"149 McNab St, Chatsworth, ON N0H 1G0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,,,Sunday 08:30-09:00,,,,,Chatsworth,chatsworth-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ststanislauschatsworth.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/ststanislauschatsworth2.webp,,,,,,1/1/2026
227,st-vincent-meaford,St. Vincent,https://www.stmarysandthemissions.ca,,44.608775,-80.595251,"70 Collingwood St W, Meaford, ON N4L 1H1, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 11:00,,,Sunday 10:30-11:00,,,,,Meaford,meaford-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,,,,,,,1/1/2026
228,holy-family-sauble-beach,Holy Family,https://www.stmarysandthemissions.ca,,44.64083,-81.269907,"403 Lakeshore Blvd N, Sauble Beach, ON N0H 2G0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,,,Sunday 08:30-09:00,,,,,Sauble Beach,sauble-beach-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,,,,,,IMPORTANT: Masses and confessions only happen between April and October,1/1/2026
229,st-mary-of-the-rosary-hepworth,St. Mary of the Rosary,https://www.stmarysandthemissions.ca,,44.633822,-81.138109,"122 Queen St W, Hepworth, ON N0H 1P0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 09:00,,,Sunday 08:30-09:00,,,,,Hepworth,hepworth-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryoftheroasryhepworth.webp,,,,,IMPORTANT: Masses and confessions only happen between November and March,1/1/2026
230,st-thomas-the-apostle-tobermory,St. Thomas the Apostle,https://www.stmarysandthemissions.ca,,45.253682,-81.661215,"5 Brock St, Tobermory, ON N0H 2R0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,,Saturday 11:30,,Saturday 11:00-11:30,,,,,Tobermory,tobermory-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,,,,,,,1/1/2026
231,st-mary-cape-croker,St. Mary,https://www.stmarysandthemissions.ca,,44.932724,-81.027043,"20 Lighthouse Rd, Lion's Head, ON N0H 2T0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Assumption,mission-of-st-mary-of-the-assumption,Bruce Grey,bruce-grey-diocese-of-hamilton-canada,Sunday 13:00,,,Sunday 12:30-13:00,,,,,Cape Croker,cape-croker-ontario-canada,Ontario,ontario,Canada,canada,519-376-0778,jschnurr@hamiltondiocese.com,,,,,,,,1/1/2026
232,st-mary-of-the-purification-mount-forest,St. Mary of the Purification,https://stmarymountforest.ca,,43.979394,-80.729003,"310 Parkside Dr, Mount Forest, ON N0G 2L3, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Purification,mission-of-st-mary-of-the-purification,Wellington,wellington-diocese-of-hamilton-canada,Saturday 16:00; Sunday 09:00,Tuesday 19:00; Wednesday 09:00; Thursday 09:00; Friday 09:00; First Saturday 09:00,,Tuesday 17:30-18:30,,,,,Mount Forest,mount-forest-ontario-canada,Ontario,ontario,Canada,canada,519-323-1054,stmarymtforest@wightman.ca,,,,,,,"Additional Mass Times; Birmingham Retirement Community, Mount Forest - 2nd Wednesday of the month: 10:30 a.m.; Strathcona Nursing Home, Mount Forest - 4th Wednesday of the month: 10:30 a.m.",1/2/2026
233,st-thomas-the-apostle-harriston,St. Thomas the Apostle,https://stmarymountforest.ca,,43.917433,-80.86802,"5802 ON-89, Harriston, ON N0G 1Z0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Purification,mission-of-st-mary-of-the-purification,Wellington,wellington-diocese-of-hamilton-canada,Saturday 17:30,,,,,,,,Harriston,harriston-ontario-canada,Ontario,ontario,Canada,canada,519-323-1054,stmarymtforest@wightman.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stthomastheapostleharriston1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stthomastheapostleharriston2.webp,,,,,"Additional Mass Times; Birmingham Retirement Community, Mount Forest - 2nd Wednesday of the month: 10:30 a.m.; Strathcona Nursing Home, Mount Forest - 4th Wednesday of the month: 10:30 a.m.",1/2/2026
234,st-peter-ayton,St. Peter,https://stmarymountforest.ca,,44.05558,-80.930677,"943 Caroline St, Ayton, ON N0G 1C0, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,Mission of St. Mary of the Purification,mission-of-st-mary-of-the-purification,Wellington,wellington-diocese-of-hamilton-canada,Sunday 11:00,,,,,,,,Ayton,ayton-ontario-canada,Ontario,ontario,Canada,canada,519-323-1054,stmarymtforest@wightman.ca,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stpeterayton.webp,,,,,"Additional Mass Times; Birmingham Retirement Community, Mount Forest - 2nd Wednesday of the month: 10:30 a.m.; Strathcona Nursing Home, Mount Forest - 4th Wednesday of the month: 10:30 a.m.",1/2/2026
235,st-mary-of-the-visitation-cambridge,St. Mary of the Visitation,https://stmaryhespeler.ca,,43.431851,-80.307664,"16 Cooper St, Cambridge, ON N3C 2N2, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 09:00; Sunday 11:00,Tuesday 19:00; Wednesday 08:00; Thursday 08:00; Friday 08:00,,Tuesday 07:30-08:30; Wednesday 08:30-09:30; Friday 11:00-13:00; Saturday 10:00-11:00; Saturday 15:30-16:45,Sunday 12:00-Saturday 17:00,,,,Cambridge,cambridge-ontario-canada,Ontario,ontario,Canada,canada,519-658-4443,stmarycambridge@hamiltondiocese.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryofthevisitationcambridge.webp,,,,,,1/2/2026
236,st-mary-hamilton,St. Mary,https://stmaryshamilton.com,,43.26307,-79.869316,"23 Sheaffe St, Hamilton, ON L8R 2N7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Hamilton,hamilton-diocese-of-hamilton-canada,Saturday 17:00 (Bilingual); Sunday 09:30; Sunday 11:00 (Portuguese),Tuesday 18:30 (Portuguese); Wednesday 09:00 (Portuguese); Thursday 09:00; Friday 09:00,,Saturday 16:30-16:50,First Friday 09:30-10:30,,,,Hamilton,hamilton-ontario-canada,Ontario,ontario,Canada,canada,(905) 527-4216,stmaryhamilton@hamiltondiocese.com,Portuguese,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmaryhamilton.webp,,,,,All weekday masses take place in the Chapel.,1/2/2026
237,st-mary-our-lady-of-the-seven-sorrows-kitchener,"St. Mary, Our Lady of the Seven Sorrows",https://stmarysrcchurch.ca,,43.452191,-80.4903,"56 Duke St W, Kitchener, ON N2H 3W7, Canada",Diocese of Hamilton,diocese-of-hamilton-canada,https://hamiltondiocese.com,,,Waterloo,waterloo-diocese-of-hamilton-canada,Saturday 17:00; Sunday 08:30; Sunday 11:00,Tuesday 12:00; Wednesday 12:00; Thursday 12:00; Friday 12:00,,Thursday 11:30-11:50; Saturday 16:00-16:30,Tuesday 12:30-13:00,,,Wednesday 12:30-13:00 (Rosary),Kitchener,kitchener-ontario-canada,Ontario,ontario,Canada,canada,(519) 576-3860,stmarys@rogers.com,,https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarykitchener1.webp; https://images.catholicparishes.org/canada/ontario/diocese_of_hamilton/stmarykitchener2.webp,,,,,,1/2/2026
